,Symbol,Name,EV/EBIT, MV , TDebt , EBIT 
457,CATO,CATO CORP,6.742966768," 332,360,832.00 ", -   ," 49,290,000.00 "
1217,HA,HAWAIIAN HOLDINGS INC,6.743125607," 2,260,265,728.00 "," 527,510,976.00 "," 413,425,000.00 "
1018,FINL,FINISH LINE INC,6.84306907," 368,950,912.00 ", -   ," 53,916,000.00 "
784,DKS,DICKS SPORTING GOODS INC,6.856917381," 2,991,160,064.00 "," 191,809,008.00 "," 464,278,000.00 "
1994,OME,OMEGA PROTEIN CORP,6.928304454," 354,937,536.00 "," 1,884,000.00 "," 51,502,000.00 "
904,EQR,EQUITY RESIDENTIAL,6.956679269," 25,619,490,816.00 "," 8,964,088,832.00 "," 4,971,277,000.00 "
2568,SYNT,SYNTEL INC,7.007665117," 1,517,873,536.00 "," 397,916,992.00 "," 273,385,000.00 "
85,AGO,ASSURED GUARANTY LTD,7.071594419," 4,791,129,088.00 "," 1,294,000,000.00 "," 860,000,000.00 "
2499,SPWH,SPORTSMANS WHSE HLDGS,7.118364328," 180,961,168.00 "," 251,031,008.00 "," 60,687,000.00 "
760,DF,DEAN FOODS COMPANY,7.121692718," 1,013,249,920.00 "," 904,297,984.00 "," 269,446,000.00 "
2320,RRTS,ROADRUNNER TRNSN SVCS,7.123677387," 284,487,264.00 "," 404,180,000.00 "," 96,673,000.00 "
2917,WNC,WABASH NATIONAL CORP,7.133879053," 1,200,961,408.00 "," 233,518,992.00 "," 201,080,000.00 "
2489,SPKE,SPARK ENERGY INC,7.136952565," 507,341,216.00 "," 99,000,000.00 "," 84,958,000.00 "
295,BBT,BB&T CORP,7.181522235," 36,315,656,192.00 "," 28,682,999,808.00 "," 3,994,000,000.00 "
761,DFIN,DONNELLEY FINANCIAL,7.183744444," 715,451,008.00 "," 525,900,032.00 "," 172,800,000.00 "
2723,UAL,UNITED CONTINENTAL HLDGS,7.22698766," 18,353,893,376.00 "," 13,162,999,808.00 "," 4,361,000,000.00 "
2877,WDR,WADDELL & REED FINANCIAL,7.236786759," 1,515,512,064.00 "," 189,692,000.00 "," 235,630,000.00 "
2768,URBN,URBAN OUTFITTERS INC,7.244312607," 2,449,294,848.00 ", -   ," 338,099,000.00 "
329,BGFV,BIG 5 SPORTING GOODS,7.306253196," 162,931,488.00 "," 52,508,000.00 "," 29,487,000.00 "
2930,WRLD,WORLD ACCEPTANCE CORP,7.312689833," 690,329,280.00 "," 300,549,984.00 "," 135,501,339.00 "
817,DSW,DSW INC,7.32662322," 1,486,461,952.00 ", -   ," 202,885,000.00 "
1547,LAUR,LAUREATE EDUCATION INC,7.337902398," 2,747,250,944.00 "," 3,512,221,952.00 "," 853,033,000.00 "
2430,SIG,SIGNET JEWELERS LTD,7.357381971," 3,970,454,016.00 "," 1,644,699,904.00 "," 763,200,000.00 "
120,ALGT,ALLEGIANT TRAVEL CO,7.366374318," 1,883,403,904.00 "," 877,468,992.00 "," 374,794,000.00 "
2228,QVCA,LIBERTY INTERACTIVE QVC,7.42843325," 10,356,979,712.00 "," 6,096,999,936.00 "," 2,215,000,000.00 "
1141,GILD,GILEAD SCIENCES INC,7.453789266," 108,326,887,424.00 "," 26,296,000,512.00 "," 18,061,000,000.00 "
290,BAX,BAXTER INTERNATIONAL INC,7.459372978," 33,983,602,688.00 "," 3,456,999,936.00 "," 5,020,000,000.00 "
1062,FOR,FORESTAR GROUP INC,7.46757351," 725,472,000.00 "," 113,368,000.00 "," 112,331,000.00 "
1065,FOSL,FOSSIL GROUP INC,7.598095891," 426,508,384.00 "," 646,357,952.00 "," 141,202,000.00 "
2361,SAVE,SPIRIT AIRLS INC,7.606088049," 2,226,051,328.00 "," 1,184,587,008.00 "," 448,409,000.00 "
1153,GLW,CORNING INC,7.725525322," 25,812,998,144.00 "," 3,937,999,872.00 "," 3,851,000,000.00 "
1760,MPAA,MOTORCAR PTS AMERICA INC,7.763085388," 493,457,440.00 "," 34,215,000.00 "," 67,972,000.00 "
1551,LB,L BRANDS INC,7.828632375," 10,615,841,792.00 "," 5,745,999,872.00 "," 2,090,000,000.00 "
2243,RDC,ROWAN COMPANIES PLC,7.952024876," 1,309,119,104.00 "," 2,516,600,064.00 "," 481,100,000.00 "
751,DDS,DILLARDS INC,7.964707752," 1,736,652,544.00 "," 817,900,032.00 "," 320,734,000.00 "
1940,NWLI,NATIONAL WESTERN LIFE,7.971115385," 1,218,480,640.00 ", -   ," 152,862,000.00 "
917,ESND,ESSENDANT INC,8.038803616," 443,972,800.00 "," 511,020,992.00 "," 118,798,000.00 "
2245,RDN,RADIAN GROUP INC,8.058576603," 3,562,619,136.00 "," 989,009,984.00 "," 564,818,000.00 "
2279,RIG,TRANSOCEAN LTD,8.059991875," 3,434,568,960.00 "," 7,390,000,128.00 "," 1,343,000,000.00 "
2813,VLGEA,VILLAGE SUPER MARKET INC,8.089345006," 335,060,384.00 "," 43,796,000.00 "," 46,834,000.00 "
536,CHS,CHICOS FAS INC,8.140118533," 1,049,469,504.00 "," 79,801,000.00 "," 138,729,000.00 "
1647,LYB,LYONDELLBASELL INDS,8.172482984," 36,303,142,912.00 "," 9,095,000,064.00 "," 5,555,000,000.00 "
1808,MUSA,MURPHY USA INC,8.204725664," 2,330,034,176.00 "," 884,044,032.00 "," 391,735,000.00 "
3000,ZUMZ,ZUMIEZ INC,8.237547335," 331,347,104.00 ", -   ," 40,224,000.00 "
193,ARA,AMERICAN RENAL ASSOC HLD,8.243464797," 453,326,880.00 "," 563,793,024.00 "," 123,385,000.00 "
293,BBGI,BEASLEY BROADCAST GROUP,8.273889024," 303,716,576.00 "," 212,441,328.00 "," 62,383,953.00 "
1515,KNL,KNOLL INC,8.298601115," 869,524,928.00 "," 233,716,000.00 "," 132,943,000.00 "
2387,SCVL,SHOE CARNIVAL INC,8.335294478," 316,057,696.00 ", -   ," 37,918,000.00 "
676,CSS,CSS INDUSTRIES INC,8.364190117," 247,685,712.00 "," 622,000.00 "," 29,687,000.00 "
461,CBB,CINCINNATI BELL INC,8.399606773," 877,246,208.00 "," 1,126,899,968.00 "," 238,600,000.00 "
1374,IIIN,INSTEEL INDUSTRIES INC,8.426029478," 475,632,512.00 ", -   ," 56,448,000.00 "
87,AGX,ARGAN INC,8.469085042," 969,981,248.00 ", -   ," 114,532,000.00 "
1017,FII,FEDERATED INVESTORS INC,8.490081951," 2,716,057,600.00 "," 178,500,000.00 "," 340,934,000.00 "
1792,MTG,MGIC INVESTMENT CORP,8.521350681," 4,039,125,504.00 "," 829,854,976.00 "," 571,386,000.00 "
2601,TEN,TENNECO INC,8.525256242," 2,904,335,360.00 "," 1,596,999,936.00 "," 528,000,000.00 "
605,CNXN,P C CONNECTION,8.528993542," 686,754,560.00 ", -   ," 80,520,000.00 "
2014,ORI,OLD REPUBLIC INTL CORP,8.554295985," 4,771,572,736.00 "," 1,526,099,968.00 "," 736,200,000.00 "
772,DHIL,DIAMOND HILL INVESTMENT,8.567604218," 627,677,824.00 ", -   ," 73,261,767.00 "
891,ENVA,ENOVA INTERNATIONAL INC,8.596768179," 415,988,768.00 "," 641,748,992.00 "," 123,039,000.00 "
122,ALK,ALASKA AIR GROUP INC,8.613422173," 9,042,395,136.00 "," 2,806,000,128.00 "," 1,375,000,000.00 "
19,ABG,ASBURY AUTOMOTIVE GROUP,8.656971092," 1,140,738,176.00 "," 1,831,200,000.00 "," 343,300,000.00 "
1566,LEA,LEAR CORP,8.678690991," 10,407,684,096.00 "," 1,923,000,064.00 "," 1,420,800,000.00 "
3,AAL,AMERICAN AIRLINES GROUP,8.698794054," 21,157,619,712.00 "," 24,859,000,832.00 "," 5,290,000,000.00 "
1202,GT,GOODYEAR TIRE & RUBBER,8.701517821," 7,663,696,384.00 "," 6,076,000,256.00 "," 1,579,000,000.00 "
2686,TSE,TRINSEO SA,8.705338961," 2,983,130,112.00 "," 1,197,843,968.00 "," 480,277,000.00 "
2248,RE,EVEREST RE GROUP LTD,8.776179651," 9,337,086,976.00 "," 633,284,992.00 "," 1,136,072,000.00 "
2384,SCS,STEELCASE INC,8.797382445," 1,581,441,152.00 "," 296,800,000.00 "," 213,500,000.00 "
2017,ORM,OWENS RLTY MTG INC,8.816146605," 177,127,552.00 "," 30,854,956.00 "," 23,591,090.00 "
1650,LZB,LA Z BOY INC,8.823348714," 1,162,584,064.00 "," 448,000.00 "," 131,813,000.00 "
2934,WSM,WILLIAMS SONOMA INC,8.833427388," 4,053,591,552.00 "," 115,000,000.00 "," 471,911,000.00 "
2612,TGT,TARGET CORP,8.842499452," 31,692,380,160.00 "," 12,245,999,616.00 "," 4,969,000,000.00 "
1113,GCAP,GAIN CAPITAL HLDNGS INC,8.850727372," 295,733,664.00 "," 127,278,000.00 "," 47,794,000.00 "
2466,SND,SMART SAND INC,8.868956312," 249,099,568.00 "," 1,005,000.00 "," 28,200,000.00 "
2806,VIA,VIACOM INC CL A,8.869010566," 11,939,641,344.00 "," 11,173,000,192.00 "," 2,606,000,000.00 "
2061,PCMI,PCM INC,8.869852548," 165,615,040.00 "," 142,976,000.00 "," 34,791,000.00 "
1909,NSR,NEUSTAR INC,8.896386151," 1,868,526,208.00 "," 732,439,040.00 "," 292,362,000.00 "
2681,TRV,TRAVELERS COS INC,8.923741333," 32,487,241,728.00 "," 6,920,000,000.00 "," 4,416,000,000.00 "
1974,OFG,OFG BANCORP,8.944181374," 382,342,368.00 "," 629,172,992.00 "," 113,092,000.00 "
2368,SBH,SALLY BEAUTY HOLDINGS,8.971455337," 2,603,723,264.00 "," 1,866,726,016.00 "," 498,297,000.00 "
203,ARII,AMERICAN RAILCAR IND,8.972212988," 670,799,104.00 "," 558,420,992.00 "," 137,003,000.00 "
155,AMSF,AMERISAFE INC,8.974437596," 1,012,505,024.00 ", -   ," 112,821,000.00 "
1315,HSII,HEIDRICK & STRUGGLES,8.978113224," 339,067,424.00 ", -   ," 37,766,000.00 "
1866,NGVC,NATURAL GROCERS VITA CTG,8.985931793," 123,616,304.00 "," 59,508,000.00 "," 20,379,000.00 "
1299,HPE,HEWLETT PACKARD ENT,8.986274801," 22,619,015,168.00 "," 14,035,999,744.00 "," 4,079,000,000.00 "
2121,PKBK,PARKE BANCORP INC,8.99596329," 147,686,000.00 "," 113,053,000.00 "," 28,984,000.00 "
2409,SGA,SAGA COMMUNICATIONS INC,9.055260823," 249,609,616.00 "," 35,287,000.00 "," 31,462,000.00 "
2062,PCO,PENDRELL CORP,9.080178729," 162,980,128.00 ", -   ," 17,949,000.00 "
2760,UNM,UNUM GROUP,9.086065751," 10,780,877,824.00 "," 2,972,699,904.00 "," 1,513,700,000.00 "
2297,RNR,RENAISSANCERE HOLDINGS,9.134875271," 5,154,535,936.00 "," 988,960,000.00 "," 672,532,000.00 "
1236,HCA,HCA HEALTHCARE INC,9.142764752," 27,917,398,016.00 "," 31,665,999,872.00 "," 6,517,000,000.00 "
1738,MMI,MARCUS & MILLICHAP,9.164108216," 986,856,896.00 "," 8,686,000.00 "," 108,635,000.00 "
1799,MTRX,MATRIX SERVICE CO,9.167269424," 327,181,248.00 "," 44,139,000.00 "," 40,505,000.00 "
1837,NCI,NAVIGANT CONSULTING INC,9.168508323," 719,649,664.00 "," 184,787,008.00 "," 98,646,000.00 "
2115,PINC,PREMIER INC,9.218175531," 4,663,261,696.00 "," 234,272,000.00 "," 531,291,000.00 "
1769,MRLN,MARLIN BUSINESS SVCS,9.246100011," 333,562,304.00 ", -   ," 36,076,000.00 "
1783,MSGN,MSG NETWORKS INC,9.250017934," 1,610,586,240.00 "," 1,312,844,928.00 "," 316,046,000.00 "
864,EIG,EMPLOYERS HOLDINGS INC,9.252284357," 1,296,600,064.00 "," 20,000,000.00 "," 142,300,000.00 "
2343,RYAM,RAYONIER ADV MATERIALS,9.34268938," 593,760,448.00 "," 781,745,024.00 "," 147,228,000.00 "
1372,IHC,INDEPENDENCE HOLDING CO,9.363278669," 314,596,800.00 ", -   ," 33,599,000.00 "
2575,TAP,MOLSON COORS BREWING CO,9.367990101," 19,107,006,464.00 "," 11,872,000,000.00 "," 3,306,900,000.00 "
1039,FLXS,FLEXSTEEL INDUSTRIES INC,9.368345235," 352,118,624.00 ", -   ," 37,586,000.00 "
341,BIG,BIG LOTS INC,9.372493928," 2,109,820,544.00 "," 226,600,000.00 "," 249,332,000.00 "
1735,MLR,MILLER INDUSTRIES INC,9.373236553," 282,174,400.00 "," 20,000,000.00 "," 32,238,000.00 "
439,CAKE,CHEESECAKE FACTORY INC,9.395003965," 1,817,914,112.00 "," 104,606,000.00 "," 200,993,000.00 "
1638,LUV,SOUTHWEST AIRLINES CO,9.400014242," 30,927,851,520.00 "," 3,119,000,064.00 "," 3,622,000,000.00 "
379,BOFI,BOFI HLDG INC,9.417959642," 1,642,288,768.00 "," 714,630,976.00 "," 250,258,000.00 "
2649,TOWR,TOWER INTERNATIONAL INC,9.425211367," 460,698,720.00 "," 436,128,992.00 "," 95,152,000.00 "
2577,TAX,LIBERTY TAX INC,9.426396501," 193,662,272.00 "," 26,199,000.00 "," 23,324,000.00 "
1186,GPS,GAP INC,9.485859443," 10,125,545,472.00 "," 1,248,000,000.00 "," 1,199,000,000.00 "
1589,LKSD,LSC COMMUNICATIONS,9.487239884," 565,239,104.00 "," 744,000,000.00 "," 138,000,000.00 "
874,EMCI,EMC INS GROUP INC,9.539054765," 581,149,696.00 "," 25,000,000.00 "," 63,544,000.00 "
1522,KORS,MICHAEL KORS HLDGS LTD,9.558598643," 6,465,441,280.00 "," 155,800,000.00 "," 692,700,000.00 "
2128,PLAB,PHOTRONICS INC,9.568604145," 547,533,120.00 "," 63,317,000.00 "," 63,839,000.00 "
1305,HRB,BLOCK H & R INC,9.595138843," 5,435,559,936.00 "," 1,494,413,952.00 "," 722,238,000.00 "
2049,PBF,PBF ENERGY INC,9.617107719," 2,776,077,568.00 "," 2,159,547,136.00 "," 513,213,000.00 "
297,BBY,BEST BUY INC,9.647960203," 16,864,397,312.00 "," 1,354,000,000.00 "," 1,888,000,000.00 "
528,CHFN,CHARTER FINL CORP WEST,9.684987408," 138,435,200.00 "," 56,690,372.00 "," 20,147,220.00 "
1240,HCI,HCI GROUP INC,9.694823233," 326,852,576.00 "," 234,817,008.00 "," 57,935,000.00 "
318,BEN,FRANKLIN RESOURCES INC,9.718296157," 23,350,939,648.00 "," 1,427,800,064.00 "," 2,549,700,000.00 "
2615,THFF,FIRST FINANCIAL CORP,9.772729708," 520,122,688.00 "," 52,012,000.00 "," 58,544,000.00 "
1525,KR,KROGER CO,9.8018484," 20,235,151,360.00 "," 13,443,999,744.00 "," 3,436,000,000.00 "
1721,MIK,MICHAELS COS INC/THE,9.819870578," 4,128,290,560.00 "," 2,824,600,064.00 "," 708,043,000.00 "
270,AXS,AXIS CAPITAL HOLDINGS,9.82454245," 4,640,037,888.00 "," 993,510,976.00 "," 452,000,000.00 "
557,CLD,CLOUD PEAK ENERGY INC,9.828579173," 237,062,800.00 "," 415,604,000.00 "," 66,405,000.00 "
776,DIN,DINEEQUITY INC,9.84202206," 708,432,768.00 "," 1,403,675,008.00 "," 214,601,000.00 "
2925,WRB,BERKLEY W R CORP,9.84366734," 7,724,131,840.00 "," 2,487,038,976.00 "," 1,037,334,000.00 "
1533,KSS,KOHLS CORP,9.897493207," 7,142,734,336.00 "," 4,566,000,128.00 "," 1,183,000,000.00 "
2385,SCSC,SCANSOURCE INC,9.903979219," 939,745,664.00 "," 97,300,000.00 "," 104,710,000.00 "
1685,MD,MEDNAX INC,9.905044135," 3,940,959,744.00 "," 1,773,171,072.00 "," 576,891,000.00 "
1651,M,MACYS INC,9.908319491," 6,752,073,216.00 "," 6,317,000,192.00 "," 1,319,000,000.00 "
929,ETM,ENTERCOM COMMUNICATIONS,9.910321124," 425,939,904.00 "," 461,014,016.00 "," 89,498,000.00 "
276,AZO,AUTOZONE INC,9.954566017," 15,205,533,696.00 "," 5,304,804,352.00 "," 2,060,395,000.00 "
2116,PIR,PIER 1 IMPORTS INC,9.976200098," 371,174,496.00 "," 200,781,008.00 "," 57,332,000.00 "
921,ESRX,EXPRESS SCRIPTS HOLD CO,9.994932943," 36,206,546,944.00 "," 14,986,500,096.00 "," 5,121,900,000.00 "
2471,SNI,SCRIPPS NTWK INTERACTIVE,10.00004254," 11,092,520,960.00 "," 2,979,728,896.00 "," 1,407,219,000.00 "
2914,WMK,WEIS MARKETS INC,10.00134669," 1,194,826,880.00 "," 51,951,000.00 "," 124,661,000.00 "
2785,UVV,UNIVERSAL CORP,10.00516389," 1,442,292,992.00 "," 413,885,024.00 "," 185,522,000.00 "
1692,MDP,MEREDITH CORP,10.03836738," 2,404,853,248.00 "," 698,236,992.00 "," 309,123,000.00 "
1171,GNW,GENWORTH FINANCIAL INC,10.0488508," 1,692,094,848.00 "," 4,910,000,128.00 "," 657,000,000.00 "
2262,REX,REX AMERICAN RESOURCES,10.07697999," 573,491,008.00 ", -   ," 56,911,000.00 "
1864,NGHC,NATIONAL GEN HLDGS CORP,10.08465183," 1,769,240,576.00 "," 754,736,000.00 "," 250,279,000.00 "
2757,UNFI,UNITED NATURAL FOODS INC,10.08570347," 1,794,807,808.00 "," 469,240,992.00 "," 224,481,000.00 "
2690,TSQ,TOWNSQUARE MEDIA INC,10.09444032," 186,632,864.00 "," 564,443,968.00 "," 74,405,000.00 "
2274,RHI,ROBERT HALF INTL INC,10.10984535," 5,601,041,408.00 "," 925,000.00 "," 554,110,000.00 "
7,AAP,ADVANCE AUTO PARTS INC,10.12050727," 7,042,550,784.00 "," 1,044,108,032.00 "," 798,745,000.00 "
1382,IMKTA,INGLES MARKETS INC,10.12932098," 455,845,504.00 "," 870,738,688.00 "," 130,964,770.00 "
2673,TROW,PRICE T ROWE GROUP INC,10.14885695," 19,896,834,048.00 ", -   ," 1,960,500,000.00 "
2825,VR,VALIDUS HOLDINGS LTD,10.16291724," 3,728,183,552.00 "," 1,855,058,944.00 "," 549,374,000.00 "
2265,RGA,REINSURANCE GRP OF AMER,10.16339038," 8,370,650,112.00 "," 3,638,096,896.00 "," 1,181,569,000.00 "
2037,PACW,PACWEST BANCORP,10.17631304," 5,249,698,816.00 "," 663,196,992.00 "," 581,045,000.00 "
2788,VALU,VALUE LINE INC,10.20116913," 157,965,104.00 ", -   ," 15,485,000.00 "
1012,FHB,FIRST HAWAIIAN INC,10.20403964," 3,770,560,256.00 "," 25,618,000.00 "," 372,027,000.00 "
2670,TRN,TRINITY INDUSTRIES INC,10.20835714," 4,372,097,024.00 "," 3,270,899,968.00 "," 748,700,000.00 "
428,CAA,CALATLANTIC GROUP INC,10.21740069," 3,782,786,816.00 "," 3,912,101,120.00 "," 753,116,000.00 "
561,CLF,CLIFFS NATURAL RESOURCES,10.21916663," 2,502,510,336.00 "," 1,661,800,064.00 "," 407,500,000.00 "
381,BOJA,BOJANGLES INC,10.24072188," 485,615,808.00 "," 177,389,008.00 "," 64,742,000.00 "
779,DISCA,DISCOVERY COMM CL A,10.2414247," 12,459,998,208.00 "," 8,263,000,064.00 "," 2,024,000,000.00 "
2777,USNA,USANA HEALTH SCIENCES,10.24450039," 1,423,944,576.00 ", -   ," 138,996,000.00 "
1169,GNTX,GENTEX CORP,10.25504988," 5,225,546,240.00 "," 10,279,955.00 "," 510,560,773.00 "
745,DCO,DUCOMMUN INC,10.26730662," 306,642,560.00 "," 169,626,992.00 "," 46,387,000.00 "
2651,TPC,TUTOR PERINI CORP,10.31358482," 1,291,816,960.00 "," 862,659,968.00 "," 208,897,000.00 "
2293,RMR,RMR GROUP INC,10.33774533," 1,518,966,272.00 ", -   ," 146,934,000.00 "
1734,MLP,MAUI LAND & PINEAPPLE CO,10.34261645," 241,506,208.00 "," 1,235,000.00 "," 23,470,000.00 "
181,APAM,ARTISAN PARTNERS ASSET,10.36813762," 2,248,742,912.00 "," 199,558,000.00 "," 236,137,000.00 "
649,CRC,CALIFORNIA RESOURCES,10.40477429," 335,125,664.00 "," 5,168,999,936.00 "," 529,000,000.00 "
1496,KFRC,KFORCE INC,10.41558395," 455,220,000.00 "," 127,584,000.00 "," 55,955,000.00 "
2530,STC,STEWART INFORMATION,10.47531627," 837,844,608.00 "," 116,331,000.00 "," 91,088,000.00 "
1880,NLS,NAUTILUS INC,10.56825028," 509,521,504.00 "," 55,975,000.00 "," 53,509,000.00 "
1717,MHLD,MAIDEN HOLDINGS LTD,10.57850318," 569,529,728.00 "," 254,376,992.00 "," 77,885,000.00 "
1502,KIRK,KIRKLANDS INC,10.59184975," 182,720,000.00 ", -   ," 17,251,000.00 "
2861,WAIR,WESCO AIRCRAFT HLDGS INC,10.59280763," 851,403,904.00 "," 869,832,000.00 "," 162,491,000.00 "
2796,VEC,VECTRUS INC,10.59362745," 316,972,224.00 "," 76,973,000.00 "," 37,187,000.00 "
1190,GRBK,GREEN BRICK PARTNERS INC,10.60256344," 451,788,992.00 "," 84,213,000.00 "," 50,554,000.00 "
2703,TUP,TUPPERWARE BRANDS CORP,10.62797966," 2,942,355,712.00 "," 778,499,968.00 "," 350,100,000.00 "
2814,VLO,VALERO ENERGY CORP,10.63085301," 30,081,734,656.00 "," 8,487,000,064.00 "," 3,628,000,000.00 "
485,CCO,CLEAR CHANNEL OUTDOOR,10.64824166," 1,440,195,968.00 "," 5,119,120,896.00 "," 616,000,000.00 "
1992,OMC,OMNICOM GROUP INC,10.6496307," 16,868,117,504.00 "," 4,979,599,872.00 "," 2,051,500,000.00 "
993,FDP,FRESH DEL MONTE PRODUCE,10.67554306," 2,351,643,648.00 "," 226,500,000.00 "," 241,500,000.00 "
1301,HPQ,HP INC,10.67767709," 32,352,743,424.00 "," 7,806,000,128.00 "," 3,761,000,000.00 "
1895,NPK,NATIONAL PRESTO INDS INC,10.68041666," 676,305,344.00 ", -   ," 63,322,000.00 "
1661,MASI,MASIMO CORPORATION,10.70114036," 4,476,725,760.00 ", -   ," 418,341,000.00 "
2585,TCF,TCF FINANCIAL CORP,10.72106806," 2,574,449,920.00 "," 1,275,281,920.00 "," 359,081,000.00 "
307,BCRH,BLUE CAPITAL REINSURANCE,10.72150378," 153,317,504.00 ", -   ," 14,300,000.00 "
369,BMRC,BANK OF MARIN BANCORP,10.73802821," 397,042,272.00 "," 5,666,000.00 "," 37,503,000.00 "
187,APOG,APOGEE ENTERPRISES INC,10.74213599," 1,258,218,624.00 "," 71,400,000.00 "," 123,776,000.00 "
1415,IPG,INTERPUBLIC GROUP OF COS,10.75605699," 8,081,677,312.00 "," 1,822,499,968.00 "," 920,800,000.00 "
1220,HAFC,HANMI FINANCIAL CORP,10.83905186," 850,339,904.00 "," 137,011,008.00 "," 91,092,000.00 "
832,EAT,BRINKER INTERNATIONAL,10.933255," 1,491,903,104.00 "," 1,329,478,016.00 "," 258,055,000.00 "
1214,GWW,GRAINGER WW INC,10.94904445," 9,457,813,504.00 "," 2,426,169,856.00 "," 1,085,390,000.00 "
1278,HLS,HEALTHSOUTH CORP,10.95203067," 4,500,323,328.00 "," 2,663,399,936.00 "," 654,100,000.00 "
1669,MBTF,MBT FINL CORP,10.97562824," 230,993,072.00 ", -   ," 21,046,000.00 "
144,AMG,AFFILIATED MANAGERS GRP,10.98003645," 9,693,180,928.00 "," 2,032,400,000.00 "," 1,067,900,000.00 "
1656,MAN,MANPOWERGROUP,10.98570544," 7,357,467,648.00 "," 890,600,000.00 "," 750,800,000.00 "
1483,KBAL,KIMBALL INTERNATIONAL,11.02675504," 636,195,264.00 "," 3,963,000.00 "," 58,055,000.00 "
710,CVCY,CENTRAL VALLEY CMNTY,11.04226571," 240,204,144.00 "," 5,155,000.00 "," 22,220,000.00 "
330,BGG,BRIGGS & STRATTON CO,11.07989067," 885,686,400.00 "," 221,792,992.00 "," 99,954,000.00 "
763,DFS,DISCOVER FINANCIAL SRVC,11.08168157," 21,942,704,128.00 "," 26,450,999,296.00 "," 4,367,000,000.00 "
791,DLX,DELUXE CORP,11.0963208," 3,304,049,408.00 "," 720,452,992.00 "," 362,688,000.00 "
1135,GHC,GRAHAM HOLDINGS COMPANY,11.0985184," 3,174,708,992.00 ", -   ," 286,048,000.00 "
2462,SNA,SNAP ON INC,11.12448645," 8,390,061,568.00 "," 1,105,800,064.00 "," 853,600,000.00 "
2660,TRCO,TRIBUNE MEDIA CO,11.12882433," 3,497,523,712.00 "," 3,034,662,144.00 "," 586,961,000.00 "
140,AMCX,AMC NETWORKS INC,11.14043243," 3,698,853,120.00 "," 2,745,408,000.00 "," 578,457,000.00 "
719,CVS,CVS HEALTH CORPORATION,11.14682504," 81,273,970,688.00 "," 26,763,999,232.00 "," 9,695,000,000.00 "
2459,SMP,STANDARD MOTOR PRODUCTS,11.1537128," 1,037,683,648.00 "," 79,093,000.00 "," 100,126,000.00 "
2826,VRA,VERA BRADLEY INC,11.22285811," 316,709,056.00 ", -   ," 28,220,000.00 "
2982,YRCW,YRC WORLDWIDE INC,11.23177175," 449,666,784.00 "," 988,000,000.00 "," 128,000,000.00 "
768,DGICA,DONEGAL GROUP INC,11.24171109," 409,236,800.00 "," 74,000,000.00 "," 42,986,054.00 "
638,CPLA,CAPELLA EDUCATION CO,11.247927," 769,178,240.00 ", -   ," 68,384,000.00 "
148,AMN,AMN HEALTHCARE SERVICES,11.25654404," 1,818,382,336.00 "," 337,532,992.00 "," 191,632,000.00 "
1235,HBP,HUTTIG BUILDING PRODUCTS,11.26670167," 151,354,128.00 "," 104,400,000.00 "," 22,700,000.00 "
892,ENZ,ENZO BIOCHEM INC,11.28636784," 523,938,400.00 "," 1,047,000.00 "," 46,515,000.00 "
2745,UHS,UNIVERSAL HEALTH SVCS,11.31762908," 10,387,513,344.00 "," 4,115,021,056.00 "," 1,281,411,000.00 "
657,CRMT,AMERICAS CAR-MART INC,11.35052673," 294,502,976.00 "," 117,646,000.00 "," 36,311,000.00 "
1034,FLR,FLUOR CORP,11.35791874," 5,402,899,456.00 "," 1,596,860,928.00 "," 616,289,000.00 "
213,ARW,ARROW ELECTRONICS INC,11.36370413," 6,773,164,544.00 "," 3,069,075,968.00 "," 866,112,000.00 "
2349,SAFT,SAFETY INSURANCE GRP INC,11.39397267," 1,063,878,016.00 ", -   ," 93,372,000.00 "
1501,KINS,KINGSTONE COS INC,11.408099," 153,079,200.00 ", -   ," 13,418,467.00 "
2920,WOR,WORTHINGTON INDUSTRIES,11.41426687," 3,152,675,328.00 "," 578,911,040.00 "," 326,923,000.00 "
1731,MLHR,HERMAN MILLER INC,11.42783784," 2,003,387,136.00 "," 199,900,000.00 "," 192,800,000.00 "
661,CRUS,CIRRUS LOGIC INC,11.42805766," 3,641,835,520.00 ", -   ," 318,647,000.00 "
765,DG,DOLLAR GENERAL CORP,11.49039445," 20,675,192,832.00 "," 3,033,277,952.00 "," 2,063,449,000.00 "
2251,REGI,RENEWABLE ENER GROUP INC,11.52575742," 470,077,408.00 "," 278,728,000.00 "," 64,968,000.00 "
1602,LNC,LINCOLN NATIONAL CORP,11.54489711," 14,877,820,928.00 "," 5,776,000,000.00 "," 1,789,000,000.00 "
2464,SNC,STATE NATIONAL COMPANIES,11.54953071," 869,197,952.00 "," 43,804,000.00 "," 79,051,000.00 "
2619,THRM,GENTHERM INC,11.58086818," 1,154,849,408.00 "," 163,285,008.00 "," 113,820,000.00 "
1067,FOXA,21ST CENTURY FOX CL A,11.58510928," 48,531,824,640.00 "," 19,913,000,960.00 "," 5,908,000,000.00 "
1902,NRIM,NORTHRIM BANCORP INC,11.59035237," 204,556,128.00 "," 47,337,000.00 "," 21,733,000.00 "
940,EVR,EVERCORE PARTNERS,11.60708052," 3,091,267,584.00 "," 211,562,000.00 "," 284,553,000.00 "
2584,TCBK,TRICO BANCSHARES,11.61265462," 788,852,672.00 "," 79,321,000.00 "," 74,761,000.00 "
